s16_4096_16384_4_3.c,731,1021,1024,882,798,763
s16_4096_16384_4_4.c,742,1019,1027,886,801,764
s16_4096_16384_4_5.c,735,1023,1029,880,799,763
s16_4096_16384_8_0.c,734,1016,1052,915,836,789
s16_4096_16384_8_1.c,763,1018,1029,881,807,813
s16_4096_16384_8_2.c,762,1061,1028,880,802,777
s16_4096_16384_8_3.c,793,1054,1068,909,830,787
s16_4096_16384_8_4.c,761,1052,1063,908,829,786
s16_4096_16384_8_5.c,760,1052,1061,910,829,787
s16_4096_2048_2_0.c,756,1052,1057,910,827,787
s16_4096_2048_2_1.c,755,1051,1057,918,827,793
s16_4096_2048_2_2.c,755,1066,1065,908,828,789
s16_4096_2048_2_3.c,754,1059,1064,921,828,794
s16_4096_2048_2_4.c,754,1051,1056,906,833,796
s16_4096_2048_2_5.c,755,1051,1066,919,826,796
s16_4096_2048_4_0.c,765,1054,1063,923,827,787
s16_4096_2048_4_1.c,764,1054,1065,913,831,786
s16_4096_2048_4_2.c,763,1059,1068,922,825,794
s16_4096_2048_4_3.c,762,1053,1064,913,827,788
s16_4096_2048_4_4.c,769,1063,1063,911,836,795
s16_4096_2048_4_5.c,770,1063,1058,914,833,796
s16_4096_2048_8_0.c,757,1057,1066,910,836,787
s16_4096_2048_8_1.c,766,1050,1060,910,835,786
s16_4096_2048_8_2.c,764,1057,1066,924,827,787
s16_4096_2048_8_3.c,764,1057,1064,910,836,786
s16_4096_2048_8_4.c,756,1059,1061,919,835,787
s16_4096_2048_8_5.c,764,1060,1057,911,827,787
s16_4096_256_2_0.c,770,1060,1077,914,827,788
s16_4096_256_2_1.c,755,1061,1070,913,835,796
s16_4096_256_2_2.c,762,1068,1063,920,842,798
s16_4096_256_2_3.c,758,1061,1073,917,836,784
s16_4096_256_2_4.c,760,1053,1078,927,834,796
s16_4096_256_2_5.c,761,1052,1076,922,833,797
s16_4096_256_4_0.c,757,1066,1070,921,830,785
s16_4096_256_4_1.c,771,1065,1062,920,837,791
s16_4096_256_4_2.c,757,1057,1069,927,830,802
s16_4096_256_4_3.c,769,1062,1069,916,832,789
s16_4096_256_4_4.c,767,1056,1070,916,828,790
s16_4096_256_4_5.c,757,1061,1069,914,829,787
s16_4096_256_8_0.c,763,1060,1066,917,831,793
s16_4096_256_8_1.c,758,1069,1073,930,828,790
s16_4096_256_8_2.c,771,1065,1069,925,829,801
s16_4096_256_8_3.c,770,1056,1071,929,828,799
s16_4096_256_8_4.c,767,1066,1079,918,838,789
s16_4096_256_8_5.c,766,1065,1068,931,834,790
s16_4096_4096_2_0.c,764,1052,1059,910,832,797
s16_4096_4096_2_1.c,765,1061,1061,909,826,794
s16_4096_4096_2_2.c,763,1060,1060,917,828,789
s16_4096_4096_2_3.c,768,1059,1059,915,826,793
s16_4096_4096_2_4.c,756,1052,1065,910,837,787
s16_4096_4096_2_5.c,755,1052,1067,910,826,795
s16_4096_4096_4_0.c,757,1057,1061,912,826,795
s16_4096_4096_4_1.c,764,1059,1066,920,827,787
s16_4096_4096_4_2.c,757,1059,1066,911,825,787
s16_4096_4096_4_3.c,767,1054,1068,923,833,786
s16_4096_4096_4_4.c,764,1060,1063,912,833,787
s16_4096_4096_4_5.c,756,1060,1059,910,833,786
s16_4096_4096_8_0.c,767,1050,1059,908,835,787
s16_4096_4096_8_1.c,769,1050,1068,909,837,787
s16_4096_4096_8_2.c,757,1060,1062,910,835,795
s16_4096_4096_8_3.c,768,1050,1059,910,836,795
s16_4096_4096_8_4.c,765,1051,1066,910,828,788
s16_4096_4096_8_5.c,758,1059,1066,910,827,795
s16_4096_512_2_0.c,762,1058,1056,918,835,785
s16_4096_512_2_1.c,766,1055,1055,926,844,792
s16_4096_512_2_2.c,763,1059,1056,916,830,796
s16_4096_512_2_3.c,756,1050,1056,918,844,800
s16_4096_512_2_4.c,756,1050,1056,916,840,784
s16_4096_512_2_5.c,754,1075,1055,915,834,785
s16_4096_512_4_0.c,755,1051,1059,931,843,799
s16_4096_512_4_1.c,754,1065,1057,918,834,798
s16_4096_512_4_2.c,754,1067,1065,919,838,788
s16_4096_512_4_3.c,769,1050,1057,930,849,792
s16_4096_512_4_4.c,759,1060,1056,918,846,799
s16_4096_512_4_5.c,759,1064,1066,932,841,789
s16_4096_512_8_0.c,765,1050,1058,930,848,789
s16_4096_512_8_1.c,764,1066,1055,929,833,788
s16_4096_512_8_2.c,756,1050,1065,924,832,791
s16_4096_512_8_3.c,768,1050,1056,919,847,800
s16_4096_512_8_4.c,755,1057,1055,917,848,799
s16_4096_512_8_5.c,755,1053,1057,920,831,802
s16_4096_64_2_0.c,784,1074,1057,906,828,790
s16_4096_64_2_1.c,780,1073,1051,911,827,801
s16_4096_64_2_2.c,778,1074,1047,898,826,801
s16_4096_64_2_3.c,783,1073,1046,899,827,800
s16_4096_64_2_4.c,784,1073,1053,910,828,797
s16_4096_64_2_5.c,791,1073,1051,898,828,795
s16_4096_64_4_0.c,775,1085,1053,897,827,792
s16_4096_64_4_1.c,775,1083,1050,905,826,792
s16_4096_64_4_2.c,782,1078,1062,910,828,792
s16_4096_64_4_3.c,775,1092,1054,897,826,792
s16_4096_64_4_4.c,774,1083,1045,919,832,794
s16_4096_64_4_5.c,782,1073,1046,898,832,788
s16_4096_64_8_0.c,775,1088,1056,911,828,798
s16_4096_64_8_1.c,781,1073,1057,905,828,798
s16_4096_64_8_2.c,774,1088,1059,898,826,795
s16_4096_64_8_3.c,775,1074,1046,902,834,806
s16_4096_64_8_4.c,774,1081,1061,902,829,798
s16_4096_64_8_5.c,783,1086,1045,910,836,792
s16_4096_8192_2_0.c,765,1059,1060,910,825,788
s16_4096_8192_2_1.c,763,1058,1066,909,827,788
s16_4096_8192_2_2.c,761,1058,1068,917,833,787
s16_4096_8192_2_3.c,768,1059,1075,931,826,794
s16_4096_8192_2_4.c,761,1062,1067,917,833,787
s16_4096_8192_2_5.c,758,1061,1068,905,827,793
s16_4096_8192_4_0.c,763,1061,1059,911,830,794
s16_4096_8192_4_1.c,758,1053,1071,919,825,787
s16_4096_8192_4_2.c,766,1055,1070,910,825,785
s16_4096_8192_4_3.c,767,1060,1060,912,832,795
s16_4096_8192_4_4.c,756,1063,1064,912,833,794
s16_4096_8192_4_5.c,766,1054,1067,919,825,786
s16_4096_8192_8_0.c,764,1052,1064,917,828,789
s16_4096_8192_8_1.c,756,1055,1059,914,827,786
s16_4096_8192_8_2.c,770,1051,1059,907,826,789
s16_4096_8192_8_3.c,764,1056,1067,916,833,785
s16_4096_8192_8_4.c,761,1050,1062,915,836,790
s16_4096_8192_8_5.c,757,1058,1063,916,828,786
s16_512_1024_2_0.c,760,1060,1050,917,827,792
s16_512_1024_2_1.c,754,1057,1049,909,826,790
s16_512_1024_2_2.c,749,1047,1058,904,825,795
s16_512_1024_2_3.c,763,1060,1067,919,835,785
s16_512_1024_2_4.c,765,1064,1060,918,826,789
s16_512_1024_2_5.c,757,1064,1060,926,831,792
s16_512_1024_4_0.c,749,1047,1049,905,840,790
s16_512_1024_4_1.c,750,1047,1059,905,829,789
s16_512_1024_4_2.c,759,1053,1062,907,829,796
s16_512_1024_4_3.c,750,1061,1059,912,830,790
s16_512_1024_4_4.c,759,1048,1050,917,834,789
s16_512_1024_4_5.c,758,1055,1059,911,833,787
s16_512_1024_8_0.c,757,1057,1063,919,840,798
s16_512_1024_8_1.c,749,1053,1060,908,834,800
s16_512_1024_8_2.c,757,1062,1049,909,828,798
s16_512_1024_8_3.c,761,1055,1060,906,830,791
s16_512_1024_8_4.c,759,1049,1063,911,846,787
s16_512_1024_8_5.c,750,1066,1051,907,832,797
s16_512_128_2_0.c,770,1060,1067,914,839,785
s16_512_128_2_1.c,771,1060,1049,923,838,793
s16_512_128_2_2.c,761,1060,1047,921,830,790
s16_512_128_2_3.c,777,1068,1064,909,832,786
s16_512_128_2_4.c,764,1075,1049,921,852,792
s16_512_128_2_5.c,780,1071,1056,908,832,794
s16_512_128_4_0.c,763,1070,1048,920,838,798
s16_512_128_4_1.c,763,1066,1056,911,838,800
s16_512_128_4_2.c,772,1062,1060,913,841,798
s16_512_128_4_3.c,772,1080,1056,927,828,800
s16_512_128_4_4.c,771,1068,1061,911,832,795
s16_512_128_4_5.c,761,1068,1064,911,841,791
s16_512_128_8_0.c,763,1062,1061,912,837,800
s16_512_128_8_1.c,770,1064,1064,909,827,789
s16_512_128_8_2.c,776,1064,1048,926,832,780
s16_512_128_8_3.c,746,1054,1037,888,831,790
s16_512_128_8_4.c,768,1100,1054,920,843,805
s16_512_128_8_5.c,762,1073,1048,917,827,789
s16_512_16384_2_0.c,763,1059,1056,907,825,787
s16_512_16384_2_1.c,771,1057,1067,909,827,798
s16_512_16384_2_2.c,771,1062,1070,915,839,796
s16_512_16384_2_3.c,770,1062,1067,906,837,786
s16_512_16384_2_4.c,757,1058,1063,905,829,787
s16_512_16384_2_5.c,763,1049,1063,910,833,788
s16_512_16384_4_0.c,756,1054,1055,925,824,786
s16_512_16384_4_1.c,766,1055,1055,920,824,797
s16_512_16384_4_2.c,759,1054,1056,933,825,786
s16_512_16384_4_3.c,757,1060,1058,911,826,793
s16_512_16384_4_4.c,765,1060,1059,920,825,786
s16_512_16384_4_5.c,763,1060,1064,910,827,785
s16_512_16384_8_0.c,756,1058,1066,908,833,786
s16_512_16384_8_1.c,767,1061,1063,914,832,792
s16_512_16384_8_2.c,769,1050,1055,907,835,785
s16_512_16384_8_3.c,761,1053,1066,913,827,795
s16_512_16384_8_4.c,756,1061,1055,891,799,754
s16_512_16384_8_5.c,754,1028,1040,875,797,775
s16_512_2048_2_0.c,729,1034,1013,877,822,762
s16_512_2048_2_1.c,728,1008,1032,909,814,761
s16_512_2048_2_2.c,729,1017,1036,901,822,765
s16_512_2048_2_3.c,752,1019,1046,871,797,775
s16_512_2048_2_4.c,758,1035,1038,868,817,787
s16_512_2048_2_5.c,745,1015,1034,871,801,778
s16_512_2048_4_0.c,727,1030,1015,878,811,765
s16_512_2048_4_1.c,729,1010,1029,903,806,762
s16_512_2048_4_2.c,723,1026,1027,885,804,763
s16_512_2048_4_3.c,748,1034,1014,901,802,779
s16_512_2048_4_4.c,742,1013,1038,896,801,763
s16_512_2048_4_5.c,758,1047,1047,872,801,757
s16_512_2048_8_0.c,753,1042,1052,887,820,762
s16_512_2048_8_1.c,761,1040,1013,870,799,759
s16_512_2048_8_2.c,726,1032,1021,878,805,772
s16_512_2048_8_3.c,727,1034,1037,879,821,785
s16_512_2048_8_4.c,747,1013,1035,868,800,762
s16_512_2048_8_5.c,753,1007,1020,887,817,792
s16_512_256_2_0.c,734,1013,1052,885,824,762
s16_512_256_2_1.c,745,1028,1045,881,802,783
s16_512_256_2_2.c,734,1030,1050,904,805,781
s16_512_256_2_3.c,728,1029,1030,881,809,780
s16_512_256_2_4.c,734,1024,1044,878,799,764
s16_512_256_2_5.c,735,1043,1039,896,819,758
s16_512_256_4_0.c,748,1037,1035,911,815,788
s16_512_256_4_1.c,732,1018,1049,886,807,789
s16_512_256_4_2.c,762,1048,1048,886,817,764
s16_512_256_4_3.c,731,1015,1046,906,802,781
s16_512_256_4_4.c,765,1023,1055,911,833,798
s16_512_256_4_5.c,736,1049,1028,889,825,761
s16_512_256_8_0.c,763,1032,1029,882,823,785
s16_512_256_8_1.c,753,1051,1032,881,804,781
s16_512_256_8_2.c,733,1048,1055,913,829,767
s16_512_256_8_3.c,752,1052,1041,912,829,762
s16_512_256_8_4.c,735,1036,1052,910,797,787
s16_512_256_8_5.c,760,1040,1051,882,818,787
s16_512_4096_2_0.c,750,1017,1044,874,807,789
s16_512_4096_2_1.c,742,1042,1024,874,821,762
s16_512_4096_2_2.c,730,1014,1016,877,796,756
s16_512_4096_2_3.c,751,1039,1035,885,825,794
s16_512_4096_2_4.c,751,1019,1038,904,826,781
s16_512_4096_2_5.c,747,1028,1019,874,795,780
s16_512_4096_4_0.c,748,1023,1042,877,828,789
s16_512_4096_4_1.c,747,1040,1037,895,825,786
s16_512_4096_4_2.c,728,1019,1043,901,821,782
s16_512_4096_4_3.c,762,1025,1044,911,832,764
s16_512_4096_4_4.c,750,1039,1037,873,813,762
s16_512_4096_4_5.c,754,1048,1026,876,795,762
s16_512_4096_8_0.c,728,1007,1031,876,798,779
s16_512_4096_8_1.c,752,1018,1037,894,796,779
s16_512_4096_8_2.c,751,1029,1031,898,803,791
s16_512_4096_8_3.c,764,1092,1041,881,801,786
s16_512_4096_8_4.c,748,1053,1022,903,801,761
s16_512_4096_8_5.c,726,1007,1032,900,833,777
s16_512_512_2_0.c,742,1033,1037,907,824,755
s16_512_512_2_1.c,725,1042,1013,964,921,818
s16_512_512_2_2.c,775,1083,1088,973,866,816
s16_512_512_2_3.c,761,1069,1062,882,800,761
s16_512_512_2_4.c,738,1025,1013,876,796,759
s16_512_512_2_5.c,741,1026,1011,883,827,773
s16_512_512_4_0.c,756,1050,1066,883,826,775
s16_512_512_4_1.c,756,1025,1047,884,806,758
s16_512_512_4_2.c,746,1034,1017,886,812,793
s16_512_512_4_3.c,727,1019,1051,913,835,770
s16_512_512_4_4.c,729,1031,1035,904,825,779
s16_512_512_4_5.c,721,1025,1072,916,806,788
s16_512_512_8_0.c,730,1032,1036,906,844,779
s16_512_512_8_1.c,728,1053,1048,896,833,764
s16_512_512_8_2.c,748,1038,1022,905,840,767
s16_512_512_8_3.c,759,1016,1033,885,801,784
s16_512_512_8_4.c,732,1060,1038,882,811,763
s16_512_512_8_5.c,747,1011,1027,908,807,758
s16_512_64_2_0.c,780,1067,1041,876,827,787
s16_512_64_2_1.c,757,1066,1031,868,794,762
s16_512_64_2_2.c,763,1068,1015,872,792,755
s16_512_64_2_3.c,752,1073,1012,898,822,788
s16_512_64_2_4.c,752,1062,1046,877,794,787
s16_512_64_2_5.c,769,1073,1012,887,796,790
s16_512_64_4_0.c,772,1043,1013,900,824,763
s16_512_64_4_1.c,752,1057,1031,897,812,771
s16_512_64_4_2.c,756,1062,1031,896,830,765
s16_512_64_4_3.c,783,1039,1013,900,804,770
s16_512_64_4_4.c,770,1050,1017,872,820,767
s16_512_64_4_5.c,776,1036,1009,870,816,792
s16_512_64_8_0.c,748,1062,1011,890,830,768
s16_512_64_8_1.c,782,1036,1025,899,813,794
s16_512_64_8_2.c,771,1035,1033,896,815,787
s16_512_64_8_3.c,778,1062,1013,869,815,785
s16_512_64_8_4.c,773,1060,1033,887,835,814
s16_512_64_8_5.c,808,1045,1012,867,805,782
s16_512_8192_2_0.c,736,1015,1018,875,800,781
s16_512_8192_2_1.c,730,1014,1024,882,824,785
s16_512_8192_2_2.c,731,1017,1053,875,802,760
s16_512_8192_2_3.c,730,1036,1037,918,799,759
s16_512_8192_2_4.c,722,1008,1011,891,811,768
s16_512_8192_2_5.c,726,1029,1023,895,806,793
s16_512_8192_4_0.c,746,1016,1068,899,816,758
s16_512_8192_4_1.c,762,1016,1037,900,844,782
s16_512_8192_4_2.c,750,1048,1013,877,815,776
s16_512_8192_4_3.c,730,1034,1035,879,808,770
s16_512_8192_4_4.c,744,1041,1035,919,838,776
s16_512_8192_4_5.c,729,1030,1056,893,804,764
s16_512_8192_8_0.c,733,1034,1015,873,798,778
s16_512_8192_8_1.c,729,1027,1039,874,813,752
s16_512_8192_8_2.c,728,1008,1013,875,794,760
s16_512_8192_8_3.c,749,1023,1012,916,824,788
s16_512_8192_8_4.c,782,1061,1048,872,809,776
s16_512_8192_8_5.c,727,1026,1011,894,799,757
s16_64_1024_2_0.c,727,1025,1035,899,797,763
s16_64_1024_2_1.c,723,1025,1014,866,819,776
s16_64_1024_2_2.c,755,1044,1022,890,807,765
s16_64_1024_2_3.c,730,1039,1021,902,805,791
s16_64_1024_2_4.c,727,1019,1032,878,825,771
s16_64_1024_2_5.c,738,1027,1018,876,802,764
s16_64_1024_4_0.c,741,1027,1023,896,803,786
s16_64_1024_4_1.c,722,1009,1045,888,833,780
s16_64_1024_4_2.c,731,1034,1025,890,807,764
s16_64_1024_4_3.c,721,1036,1025,881,803,765
s16_64_1024_4_4.c,721,1008,1023,879,803,771
s16_64_1024_4_5.c,725,1010,1026,917,814,769
s16_64_1024_8_0.c,721,1007,1010,895,800,792
s16_64_1024_8_1.c,755,1024,1030,902,800,773
s16_64_1024_8_2.c,754,1036,1018,893,799,793
s16_64_1024_8_3.c,759,1028,1011,868,798,793
s16_64_1024_8_4.c,722,1029,1033,901,792,777
s16_64_1024_8_5.c,726,1015,1012,895,830,788
s16_64_128_2_0.c,737,1018,1026,869,791,760
s16_64_128_2_1.c,732,1053,1018,863,807,778
s16_64_128_2_2.c,740,1026,1016,877,804,787
s16_64_128_2_3.c,748,1023,1070,896,826,787
s16_64_128_2_4.c,738,1022,1012,868,795,763
s16_64_128_2_5.c,736,1026,1047,868,794,757
s16_64_128_4_0.c,754,1058,1047,869,795,789
s16_64_128_4_1.c,767,1030,1012,875,796,784
s16_64_128_4_2.c,769,1035,1013,900,812,797
s16_64_128_4_3.c,762,1063,1028,875,815,784
s16_64_128_4_4.c,740,1056,1041,887,801,763
s16_64_128_4_5.c,735,1056,1014,899,792,758
s16_64_128_8_0.c,767,1052,1014,870,820,770
s16_64_128_8_1.c,748,1058,1051,891,821,794
s16_64_128_8_2.c,753,1046,1024,872,795,774
s16_64_128_8_3.c,734,1022,1039,872,805,768
