Filename,Depth,TripCount,Total,FP,BR,Mem,Uses,Defs
s9n_1024_2048_2,2.0,263105.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_2048_3,2.0,263105.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_2048_4,2.0,263105.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_256_0,2.0,2101249.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_256_1,2.0,2101249.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_256_2,2.0,2101249.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_256_3,2.0,2101249.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_256_4,2.0,2101249.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_4096_0,2.0,131809.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_4096_1,2.0,131809.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_4096_2,2.0,131809.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_4096_3,2.0,131809.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_4096_4,2.0,131809.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_512_0,2.0,1050881.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_512_1,2.0,1050881.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_512_2,2.0,1050881.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_512_3,2.0,1050881.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_512_4,2.0,1050881.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_64_0,2.0,8403457.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_64_1,2.0,8403457.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_64_2,2.0,8403457.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_64_3,2.0,8403457.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_64_4,2.0,8403457.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_8192_0,2.0,66161.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_8192_1,2.0,66161.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_8192_2,2.0,66161.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_8192_3,2.0,66161.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_8192_4,2.0,66161.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_1024_0,2.0,531521.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_1024_1,2.0,531521.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_1024_2,2.0,531521.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_1024_3,2.0,531521.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_1024_4,2.0,531521.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_128_0,2.0,4251713.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_128_128_1,2.0,4251713.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_128_128_2,2.0,4251713.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_128_128_3,2.0,4251713.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_128_128_4,2.0,4251713.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_128_16384_0,2.0,33281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_16384_1,2.0,33281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_16384_2,2.0,33281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_16384_3,2.0,33281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_16384_4,2.0,33281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_2048_0,2.0,265793.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_2048_1,2.0,265793.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_2048_2,2.0,265793.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_2048_3,2.0,265793.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_2048_4,2.0,265793.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_256_0,2.0,2125889.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_256_1,2.0,2125889.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_256_2,2.0,2125889.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_256_3,2.0,2125889.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_256_4,2.0,2125889.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_4096_0,2.0,132929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_4096_1,2.0,132929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_4096_2,2.0,132929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_4096_3,2.0,132929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_4096_4,2.0,132929.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_512_0,2.0,1062977.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_512_1,2.0,1062977.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_512_2,2.0,1062977.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_512_3,2.0,1062977.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_512_4,2.0,1062977.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_64_0,2.0,8503361.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_64_1,2.0,8503361.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_64_2,2.0,8503361.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_64_3,2.0,8503361.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_64_4,2.0,8503361.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_8192_0,2.0,66497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_8192_1,2.0,66497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_8192_2,2.0,66497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_8192_3,2.0,66497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_128_8192_4,2.0,66497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_1024_0,2.0,532545.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_1024_1,2.0,532545.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_1024_2,2.0,532545.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_1024_3,2.0,532545.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_1024_4,2.0,532545.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_128_0,2.0,4203009.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_128_1,2.0,4203009.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_128_2,2.0,4203009.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_128_3,2.0,4203009.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_128_4,2.0,4203009.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_16384_0,2.0,40965.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_16384_16384_1,2.0,40965.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_16384_16384_2,2.0,40965.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_16384_16384_3,2.0,40965.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_16384_16384_4,2.0,40965.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_16384_2048_0,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_2048_1,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_2048_2,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_2048_3,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_2048_4,2.0,270369.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_256_0,2.0,2105601.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_256_1,2.0,2105601.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_256_2,2.0,2105601.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_256_3,2.0,2105601.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_256_4,2.0,2105601.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_4096_0,2.0,139281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_4096_1,2.0,139281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_4096_2,2.0,139281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_4096_3,2.0,139281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_4096_4,2.0,139281.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_512_0,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_512_1,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_512_2,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_512_3,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_512_4,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_64_0,2.0,8397825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_64_1,2.0,8397825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_64_2,2.0,8397825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_64_3,2.0,8397825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_64_4,2.0,8397825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_8192_0,2.0,73737.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_8192_1,2.0,73737.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_8192_2,2.0,73737.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_8192_3,2.0,73737.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_16384_8192_4,2.0,73737.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_1024_0,2.0,525761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_1024_1,2.0,525761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_1024_2,2.0,525761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_1024_3,2.0,525761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_1024_4,2.0,525761.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_128_0,2.0,4198913.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_128_1,2.0,4198913.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_128_2,2.0,4198913.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_128_3,2.0,4198913.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_128_4,2.0,4198913.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_16384_0,2.0,33821.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_16384_1,2.0,33821.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_16384_2,2.0,33821.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_16384_3,2.0,33821.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_16384_4,2.0,33821.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_2048_0,2.0,263393.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_2048_2048_1,2.0,263393.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_2048_2048_2,2.0,263393.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_2048_2048_3,2.0,263393.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_2048_2048_4,2.0,263393.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_2048_256_0,2.0,2099969.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_256_1,2.0,2099969.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_256_2,2.0,2099969.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_256_3,2.0,2099969.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_256_4,2.0,2099969.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_4096_0,2.0,132209.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_4096_1,2.0,132209.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_4096_2,2.0,132209.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_4096_3,2.0,132209.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_4096_4,2.0,132209.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_512_0,2.0,1050497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_512_1,2.0,1050497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_512_2,2.0,1050497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_512_3,2.0,1050497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_512_4,2.0,1050497.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_64_0,2.0,8396801.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_64_1,2.0,8396801.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_64_2,2.0,8396801.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_64_3,2.0,8396801.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_64_4,2.0,8396801.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_8192_0,2.0,66617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_8192_1,2.0,66617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_8192_2,2.0,66617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_8192_3,2.0,66617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_2048_8192_4,2.0,66617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_1024_0,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_1024_1,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_1024_2,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_1024_3,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_1024_4,2.0,528513.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_128_0,2.0,4227201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_128_1,2.0,4227201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_128_2,2.0,4227201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_128_3,2.0,4227201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_128_4,2.0,4227201.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_16384_0,2.0,33153.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_16384_1,2.0,33153.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_16384_2,2.0,33153.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_16384_3,2.0,33153.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_16384_4,2.0,33153.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_2048_0,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_2048_1,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_2048_2,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_2048_3,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_2048_4,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_256_0,2.0,2113665.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_256_256_1,2.0,2113665.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_256_256_2,2.0,2113665.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_256_256_3,2.0,2113665.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_256_256_4,2.0,2113665.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_256_4096_0,2.0,132225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_4096_1,2.0,132225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_4096_2,2.0,132225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_4096_3,2.0,132225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_4096_4,2.0,132225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_512_0,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_512_1,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_512_2,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_512_3,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_512_4,2.0,1056897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_64_0,2.0,8454273.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_64_1,2.0,8454273.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_64_2,2.0,8454273.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_64_3,2.0,8454273.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_64_4,2.0,8454273.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_8192_0,2.0,66177.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_8192_1,2.0,66177.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_8192_2,2.0,66177.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_8192_3,2.0,66177.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_256_8192_4,2.0,66177.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_1024_0,2.0,526593.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_1024_1,2.0,526593.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_1024_2,2.0,526593.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_1024_3,2.0,526593.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_1024_4,2.0,526593.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_128_0,2.0,4198401.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_128_1,2.0,4198401.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_128_2,2.0,4198401.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_128_3,2.0,4198401.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_128_4,2.0,4198401.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_16384_0,2.0,34833.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_16384_1,2.0,34833.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_16384_2,2.0,34833.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_16384_3,2.0,34833.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_16384_4,2.0,34833.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_2048_0,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_2048_1,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_2048_2,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_2048_3,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_2048_4,2.0,264321.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_256_0,2.0,2100225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_256_1,2.0,2100225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_256_2,2.0,2100225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_256_3,2.0,2100225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_256_4,2.0,2100225.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_4096_0,2.0,133185.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_4096_4096_1,2.0,133185.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_4096_4096_2,2.0,133185.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_4096_4096_3,2.0,133185.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_4096_4096_4,2.0,133185.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_4096_512_0,2.0,1051137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_512_1,2.0,1051137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_512_2,2.0,1051137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_512_3,2.0,1051137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_512_4,2.0,1051137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_64_0,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_64_1,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_64_2,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_64_3,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_64_4,2.0,8394753.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_8192_0,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_8192_1,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_8192_2,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_8192_3,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_4096_8192_4,2.0,67617.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_1024_0,2.0,526337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_1024_1,2.0,526337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_1024_2,2.0,526337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_1024_3,2.0,526337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_1024_4,2.0,526337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_128_0,2.0,4208897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_128_1,2.0,4208897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_128_2,2.0,4208897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_128_3,2.0,4208897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_128_4,2.0,4208897.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_16384_0,2.0,33137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_16384_1,2.0,33137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_16384_2,2.0,33137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_16384_3,2.0,33137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_16384_4,2.0,33137.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_2048_0,2.0,263297.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_2048_1,2.0,263297.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_2048_2,2.0,263297.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_2048_3,2.0,263297.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_2048_4,2.0,263297.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_256_0,2.0,2104577.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_256_1,2.0,2104577.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_256_2,2.0,2104577.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_256_3,2.0,2104577.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_256_4,2.0,2104577.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_4096_0,2.0,131777.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_4096_1,2.0,131777.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_4096_2,2.0,131777.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_4096_3,2.0,131777.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_4096_4,2.0,131777.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_512_0,2.0,1052417.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_512_512_1,2.0,1052417.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_512_512_2,2.0,1052417.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_512_512_3,2.0,1052417.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_512_512_4,2.0,1052417.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_512_64_0,2.0,8417537.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_64_1,2.0,8417537.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_64_2,2.0,8417537.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_64_3,2.0,8417537.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_64_4,2.0,8417537.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_8192_0,2.0,66017.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_8192_1,2.0,66017.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_8192_2,2.0,66017.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_8192_3,2.0,66017.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_512_8192_4,2.0,66017.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_1024_0,2.0,540705.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_1024_1,2.0,540705.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_1024_2,2.0,540705.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_1024_3,2.0,540705.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_1024_4,2.0,540705.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_128_0,2.0,4325409.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_128_1,2.0,4325409.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_128_2,2.0,4325409.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_128_3,2.0,4325409.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_128_4,2.0,4325409.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_16384_0,2.0,33825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_16384_1,2.0,33825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_16384_2,2.0,33825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_16384_3,2.0,33825.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_64_16384_4,2.0,33825.0,54.0,0.0,7.0,31.0,58.0,40.0
