Filename,Depth,TripCount,Total,FP,BR,Mem,Uses,Defs
s16_256_4096_4,3.0,2501.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_4096_8,3.0,2313.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_512_2,3.0,23555.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_512_4,3.0,19973.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_512_8,3.0,18441.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_64_2,3.0,188419.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_64_4,3.0,159749.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_64_8,3.0,147465.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_8192_2,3.0,1475.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_8192_4,3.0,1253.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_256_8192_8,3.0,1161.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_1024_2,3.0,739.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_1024_4,3.0,629.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_1024_8,3.0,585.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_128_2,3.0,5891.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_128_4,3.0,4997.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_128_8,3.0,4617.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_16384_2,3.0,49.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_16384_4,3.0,44.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_16384_8,3.0,45.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_2048_2,3.0,371.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_2048_4,3.0,317.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_2048_8,3.0,297.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_256_2,3.0,2947.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_256_4,3.0,2501.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_256_8,3.0,2313.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_4096_2,3.0,187.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_4096_4096_4,3.0,161.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_4096_4096_8,3.0,153.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_4096_512_2,3.0,1475.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_512_4,3.0,1253.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_512_8,3.0,1161.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_64_2,3.0,11779.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_64_4,3.0,9989.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_64_8,3.0,9225.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_8192_2,3.0,95.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_8192_4,3.0,83.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_4096_8192_8,3.0,81.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_1024_2,3.0,5891.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_1024_4,3.0,4997.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_1024_8,3.0,4617.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_128_2,3.0,47107.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_128_4,3.0,39941.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_128_8,3.0,36873.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_16384_2,3.0,371.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_16384_4,3.0,317.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_16384_8,3.0,297.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_2048_2,3.0,2947.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_2048_4,3.0,2501.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_2048_8,3.0,2313.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_256_2,3.0,23555.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_256_4,3.0,19973.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_256_8,3.0,18441.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_4096_2,3.0,1475.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_4096_4,3.0,1253.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_4096_8,3.0,1161.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_512_2,3.0,11779.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_512_512_4,3.0,9989.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_512_512_8,3.0,9225.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_512_64_2,3.0,94211.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_64_4,3.0,79877.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_64_8,3.0,73737.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_8192_2,3.0,739.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_8192_4,3.0,629.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_512_8192_8,3.0,585.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_1024_2,3.0,47107.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_1024_4,3.0,39941.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_1024_8,3.0,36873.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_128_2,3.0,376835.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_128_4,3.0,319493.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_128_8,3.0,294921.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_16384_2,3.0,2947.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_16384_4,3.0,2501.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_16384_8,3.0,2313.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_2048_2,3.0,23555.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_2048_4,3.0,19973.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_2048_8,3.0,18441.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_256_2,3.0,188419.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_256_4,3.0,159749.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_256_8,3.0,147465.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_4096_2,3.0,11779.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_4096_4,3.0,9989.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_4096_8,3.0,9225.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_512_2,3.0,94211.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_512_4,3.0,79877.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_512_8,3.0,73737.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_64_2,3.0,753667.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_64_64_4,3.0,638981.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_64_64_8,3.0,589833.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_64_8192_2,3.0,5891.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_8192_4,3.0,4997.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_64_8192_8,3.0,4617.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_1024_2,3.0,371.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_1024_4,3.0,317.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_1024_8,3.0,297.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_128_2,3.0,2947.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_128_4,3.0,2501.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_128_8,3.0,2313.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_16384_2,3.0,26.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_16384_4,3.0,24.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_16384_8,3.0,27.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_2048_2,3.0,187.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_2048_4,3.0,161.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_2048_8,3.0,153.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_256_2,3.0,1475.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_256_4,3.0,1253.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_256_8,3.0,1161.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_4096_2,3.0,95.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_4096_4,3.0,83.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_4096_8,3.0,81.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_512_2,3.0,739.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_512_4,3.0,629.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_512_8,3.0,585.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_64_2,3.0,5891.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_64_4,3.0,4997.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_64_8,3.0,4617.0,57.0,0.0,11.0,32.0,63.0,38.0
s16_8192_8192_2,3.0,49.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_8192_8192_4,3.0,44.0,57.0,0.0,11.0,32.0,62.0,38.0
s16_8192_8192_8,3.0,45.0,57.0,0.0,11.0,32.0,62.0,38.0
s17_1024,1.0,1611990017.0,16.0,0.0,3.0,9.0,20.0,11.0
s17_128,1.0,1623195777.0,16.0,0.0,3.0,9.0,20.0,11.0
s17_16384,1.0,1610727425.0,16.0,0.0,3.0,9.0,20.0,11.0
s17_2048,1.0,1611401217.0,16.0,0.0,3.0,9.0,20.0,11.0
s17_256,1.0,1616118017.0,16.0,0.0,3.0,9.0,20.0,11.0
s17_4096,1.0,1611010049.0,16.0,0.0,3.0,9.0,20.0,11.0
s17_512,1.0,1613365761.0,16.0,0.0,3.0,9.0,20.0,11.0
s17_64,1.0,1635778620.6666667,16.0,0.0,3.0,9.0,20.0,11.0
s17_8192,1.0,1610817537.0,16.0,0.0,3.0,9.0,20.0,11.0
s18_1024,1.0,4299162625.0,18.0,0.0,3.0,11.0,21.0,11.0
s18_128,1.0,4328521857.0,18.0,0.0,3.0,11.0,21.0,11.0
s18_16384,1.0,4295245825.0,18.0,0.0,3.0,11.0,21.0,11.0
s18_2048,1.0,4297066497.0,18.0,0.0,3.0,11.0,21.0,11.0
s18_256,1.0,4311744769.0,18.0,0.0,3.0,11.0,21.0,11.0
s18_4096,1.0,4296019969.0,18.0,0.0,3.0,11.0,21.0,11.0
s18_512,1.0,4303356417.0,18.0,0.0,3.0,11.0,21.0,11.0
s18_64,1.0,4362076225.0,18.0,0.0,3.0,11.0,21.0,11.0
s18_8192,1.0,4295499777.0,18.0,0.0,3.0,11.0,21.0,11.0
s1_64,1.0,1090519102.0,21.0,0.0,3.0,12.0,27.0,16.0
s1_8192,1.0,1073881089.0,21.0,0.0,3.0,12.0,27.0,16.0
s2_1024_2_2,1.0,1075577345.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_1024_2_4,1.0,538706177.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_1024_2,1.0,1075577345.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_1024,1.0,2149319681.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_128_2_2,1.0,1090519102.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_128_2_4,1.0,553648161.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_128_2,1.0,1090519102.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_128,1.0,2164260993.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_16384_2_2,1.0,1073881089.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_16384_2_4,1.0,537006081.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_16384_2,1.0,1073881089.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_16384,1.0,2147631105.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_2048_2_2,1.0,1074660353.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_2048_2_4,1.0,537788929.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_2048_2,1.0,1074660353.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_2048,1.0,2148534273.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_256_2_2,1.0,1082130561.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_256_2_4,1.0,545259584.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_256_2,1.0,1082130561.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_256,1.0,2154823937.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_4096_2_2,1.0,1074268161.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_4096_2_4,1.0,537330689.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_4096_2,1.0,1074268161.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_4096,1.0,2148012033.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_512_2_2,1.0,1077412097.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_512_2_4,1.0,541065345.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_512_2,1.0,1077412097.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_512,1.0,2151154177.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_64_2_2,1.0,1107296289.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_64_2_4,1.0,570425355.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_64_2,1.0,1107296289.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_64,1.0,2181038139.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_8192_2_2,1.0,1074008065.0,15.333333333333334,0.0,3.0,8.333333333333334,20.666666666666668,10.0
s2_8192_2_4,1.0,537135105.0,19.666666666666668,0.0,3.0,11.0,25.0,13.666666666666666
s2_8192_2,1.0,1074008065.0,13.0,0.0,3.0,7.0,18.0,8.0
s2_8192,1.0,2147753985.0,13.0,0.0,3.0,7.0,18.0,8.0
s6_1024,1.0,1070597117.0,23.0,0.0,3.0,12.0,30.0,18.0
s6_128,1.0,1048576125.0,23.0,0.0,3.0,12.0,30.0,18.0
s6_16384,1.0,1073561597.0,23.0,0.0,3.0,12.0,30.0,18.0
s6_2048,1.0,1072171005.0,23.0,0.0,3.0,12.0,30.0,18.0
s6_256,1.0,1060634877.0,23.0,0.0,3.0,12.0,30.0,18.0
s6_4096,1.0,1072959485.0,23.0,0.0,3.0,12.0,30.0,18.0
s6_512,1.0,1067188733.0,23.0,0.0,3.0,12.0,30.0,18.0
s6_64,1.0,1023410229.0,23.0,0.0,3.0,12.0,30.0,18.0
s6_8192,1.0,1073356797.0,23.0,0.0,3.0,12.0,30.0,18.0
s6n_1024,1.0,535822847.0,38.0,0.0,3.0,21.0,45.0,32.0
s6n_128,1.0,528482367.0,38.0,0.0,3.0,21.0,45.0,32.0
s6n_16384,1.0,536813567.0,38.0,0.0,3.0,21.0,45.0,32.0
s6n_2048,1.0,536347647.0,38.0,0.0,3.0,21.0,45.0,32.0
s6n_256,1.0,532676735.0,38.0,0.0,3.0,21.0,45.0,32.0
s6n_4096,1.0,536610815.0,38.0,0.0,3.0,21.0,45.0,32.0
s6n_512,1.0,534511871.0,38.0,0.0,3.0,21.0,45.0,32.0
s6n_64,1.0,520093727.0,38.0,0.0,3.0,21.0,45.0,32.0
s6n_8192,1.0,536743935.0,38.0,0.0,3.0,21.0,45.0,32.0
s7_1024,1.0,2149319681.0,21.0,0.0,3.0,11.0,27.0,15.0
s7_128,1.0,2164260993.0,21.0,0.0,3.0,11.0,27.0,15.0
s7_16384,1.0,2147631105.0,21.0,0.0,3.0,11.0,27.0,15.0
s7_2048,1.0,2148534273.0,21.0,0.0,3.0,11.0,27.0,15.0
s7_256,1.0,2154823937.0,21.0,0.0,3.0,11.0,27.0,15.0
s7_4096,1.0,2148012033.0,21.0,0.0,3.0,11.0,27.0,15.0
s7_512,1.0,2151154177.0,21.0,0.0,3.0,11.0,27.0,15.0
s7_64,1.0,2181038139.0,21.0,0.0,3.0,11.0,27.0,15.0
s7_8192,1.0,2147753985.0,21.0,0.0,3.0,11.0,27.0,15.0
s7n_1024,1.0,1075577345.0,27.0,0.0,3.0,15.0,33.0,20.0
s7n_128,1.0,1090519102.0,27.0,0.0,3.0,15.0,33.0,20.0
s7n_16384,1.0,1073881089.0,27.0,0.0,3.0,15.0,33.0,20.0
s7n_2048,1.0,1074660353.0,27.0,0.0,3.0,15.0,33.0,20.0
s7n_256,1.0,1082130561.0,27.0,0.0,3.0,15.0,33.0,20.0
s7n_4096,1.0,1074268161.0,27.0,0.0,3.0,15.0,33.0,20.0
s7n_512,1.0,1077412097.0,27.0,0.0,3.0,15.0,33.0,20.0
s7n_64,1.0,1107296289.0,27.0,0.0,3.0,15.0,33.0,20.0
s7n_8192,1.0,1074008065.0,27.0,0.0,3.0,15.0,33.0,20.0
s8_1024,1.0,535299069.0,20.0,0.0,3.0,11.0,26.0,15.0
s8_128,1.0,524288125.0,20.0,0.0,3.0,11.0,26.0,15.0
s8_16384,1.0,536788989.0,20.0,0.0,3.0,11.0,26.0,15.0
s8_2048,1.0,536086525.0,20.0,0.0,3.0,11.0,26.0,15.0
s8_256,1.0,530317565.0,20.0,0.0,3.0,11.0,26.0,15.0
s8_4096,1.0,536481789.0,20.0,0.0,3.0,11.0,26.0,15.0
s8_512,1.0,533594621.0,20.0,0.0,3.0,11.0,26.0,15.0
s8_64,1.0,511705145.0,20.0,0.0,3.0,11.0,26.0,15.0
s8_8192,1.0,536682493.0,20.0,0.0,3.0,11.0,26.0,15.0
s8n_1024,1.0,535299069.0,22.0,0.0,3.0,12.0,28.0,17.0
s8n_128,1.0,524288125.0,22.0,0.0,3.0,12.0,28.0,17.0
s8n_16384,1.0,536788989.0,22.0,0.0,3.0,12.0,28.0,17.0
s8n_2048,1.0,536086525.0,22.0,0.0,3.0,12.0,28.0,17.0
s8n_256,1.0,530317565.0,22.0,0.0,3.0,12.0,28.0,17.0
s8n_4096,1.0,536481789.0,22.0,0.0,3.0,12.0,28.0,17.0
s8n_512,1.0,533594621.0,22.0,0.0,3.0,12.0,28.0,17.0
s8n_64,1.0,511705145.0,22.0,0.0,3.0,12.0,28.0,17.0
s8n_8192,1.0,536682493.0,22.0,0.0,3.0,12.0,28.0,17.0
s9_1024_1024,2.0,1050497.0,26.0,0.0,7.0,13.0,31.0,15.0
s9_1024_128,2.0,8396801.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_1024_16384,2.0,66617.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_1024_2048,2.0,525761.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_1024_256,2.0,4198913.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_1024_4096,2.0,263393.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_1024_512,2.0,2099969.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_1024_64,2.0,16792577.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_1024_8192,2.0,132209.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_128_1024,2.0,1056897.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_128_128,2.0,8454273.0,26.0,0.0,7.0,13.0,31.0,15.0
s9_128_16384,2.0,66177.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_128_2048,2.0,528513.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_128_256,2.0,4227201.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_128_4096,2.0,264321.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_128_512,2.0,2113665.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_128_64,2.0,16908417.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_128_8192,2.0,132225.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_16384_1024,2.0,1065025.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_16384_128,2.0,8405505.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_16384_16384,2.0,81925.0,26.0,0.0,7.0,13.0,31.0,15.0
s9_16384_2048,2.0,540705.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_16384_256,2.0,4210945.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_16384_4096,2.0,278545.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_16384_512,2.0,2113665.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_16384_64,2.0,16794625.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_16384_8192,2.0,147465.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_2048_1024,2.0,1051137.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_2048_128,2.0,8394753.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_2048_16384,2.0,67617.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_2048_2048,2.0,526593.0,26.0,0.0,7.0,13.0,31.0,15.0
s9_2048_256,2.0,4198401.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_2048_4096,2.0,264321.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_2048_512,2.0,2100225.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_2048_64,2.0,16787457.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_2048_8192,2.0,133185.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_256_1024,2.0,1052417.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_256_128,2.0,8417537.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_256_16384,2.0,66017.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_256_2048,2.0,526337.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_256_256,2.0,4208897.0,26.0,0.0,7.0,13.0,31.0,15.0
s9_256_4096,2.0,263297.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_256_512,2.0,2104577.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_256_64,2.0,16834817.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_256_8192,2.0,131777.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_4096_1024,2.0,1052929.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_4096_128,2.0,8394753.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_4096_16384,2.0,69649.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_4096_2048,2.0,528513.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_4096_256,2.0,4199425.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_4096_4096,2.0,266305.0,26.0,0.0,7.0,13.0,31.0,15.0
s9_4096_512,2.0,2101761.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_4096_64,2.0,16785409.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_4096_8192,2.0,135201.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_512_1024,2.0,1050881.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_512_128,2.0,8403457.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_512_16384,2.0,66161.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_512_2048,2.0,525697.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_512_256,2.0,4201985.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_512_4096,2.0,263105.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_512_512,2.0,2101249.0,26.0,0.0,7.0,13.0,31.0,15.0
s9_512_64,2.0,16806401.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_512_8192,2.0,131809.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_64_1024,2.0,1062977.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_64_128,2.0,8503361.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_64_16384,2.0,66497.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_64_2048,2.0,531521.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_64_256,2.0,4251713.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_64_4096,2.0,265793.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_64_512,2.0,2125889.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_64_64,2.0,17006657.0,26.0,0.0,7.0,13.0,31.0,15.0
s9_64_8192,2.0,132929.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_1024,2.0,1056897.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_128,2.0,8397825.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_16384,2.0,73737.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_2048,2.0,532545.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_256,2.0,4203009.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_4096,2.0,270369.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_512,2.0,2105601.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_64,2.0,16787457.0,26.0,0.0,7.0,13.0,32.0,15.0
s9_8192_8192,2.0,139281.0,26.0,0.0,7.0,13.0,31.0,15.0
s9n_1024_1024_0,2.0,525697.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_1024_1024_1,2.0,525697.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_1024_1024_2,2.0,525697.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_1024_1024_3,2.0,525697.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_1024_1024_4,2.0,525697.0,54.0,0.0,7.0,31.0,57.0,40.0
s9n_1024_128_0,2.0,4201985.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_128_1,2.0,4201985.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_128_2,2.0,4201985.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_128_3,2.0,4201985.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_128_4,2.0,4201985.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_16384_0,2.0,33337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_16384_1,2.0,33337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_16384_2,2.0,33337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_16384_3,2.0,33337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_16384_4,2.0,33337.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_2048_0,2.0,263105.0,54.0,0.0,7.0,31.0,58.0,40.0
s9n_1024_2048_1,2.0,263105.0,54.0,0.0,7.0,31.0,58.0,40.0
